,Author,ReviewID,Overall,Content,Date,Author_Location,Unigrams,bigrams
861,Carl D. S.,2U5FqSqB9iml6ORXiwcU-w,5.0,Portillos Hot Dogs is a dream heaven smorgasbord of tasty delights less frights and plenty of drightsmade those last two up  It does have a lot in the way of good ol fashion Midwestern Greasetrapped treats though  From hot dogs to pasta to chocolate cake milkshakeyupPortillos is conveniently located in the touristy area of River North right across the street from Rock  Roll McDonalds  The tastiest couple blocks in town depending on what side of the street youre on  Stick to Portillos to emphasize tasteInside theres two parts the classics hot dogs burgers Italian beef and the extras pasta salad etc  Get in line walk up order and pay  Then go wait amongst the crowd as a cheery group of ladies shout out rhymes of numbers calling up and distributing food  Or go through the drive thru which is usually packed but easy to doSticking to mainstays the classic Chicago Hot Dog and Italian Beef are as they should be delicious and difficult to eat  They fall apart the more you devour but it sure is fun  The burgers are delicious and always cooked great with fresh toppings and loads of flavor  Get a large beer as you wait or take the plunge as you order a Chocolate Cake Milkshake  Its a chocolate milkshake with a piece of Chocolate cake on the bottom  Yupyou read that right  One of the best things are the crinkle fries which are always done just well enough and covered with salt  Yeah dont come here if your cholesterol is up or you just had several heart attacks  Theres little to say bad about this place as its always good reliable and churning out food  Sure its not healthy thats obvious  Its always usually always busy but its part of the atmosphere and charm of the place  I actually wouldnt want to go to Portillos during a slow time something would be missing  Crowds are the only thing that get the ladies screaming out those numbersIf youre a resident you know and most likely have been to Portillos  If youre from out of town visiting I highly suggest checking it out if youre doing the touristy thing downtown  Theres other places out of the city to check out more but if you are downtown hit it up,2010-03-18,"Chicago, IL","['portillo', 'hot', 'dog', 'dream', 'heaven', 'smorgasbord', 'tasti', 'delight', 'less', 'fright', 'plenti', 'drightsmad', 'last', 'two', 'doe', 'lot', 'way', 'good', 'ol', 'fashion', 'midwestern', 'greasetrap', 'treat', 'though', 'hot', 'dog', 'pasta', 'chocol', 'cake', 'milkshakeyupportillo', 'conveni', 'locat', 'touristi', 'area', 'river', 'north', 'right', 'across', 'street', 'rock', 'roll', 'mcdonald', 'tastiest', 'coupl', 'block', 'town', 'depend', 'side', 'street', 'stick', 'portillo', 'emphas', 'tasteinsid', 'two', 'part', 'classic', 'hot', 'dog', 'burger', 'italian', 'beef', 'extra', 'pasta', 'salad', 'etc', 'get', 'line', 'walk', 'order', 'pay', 'go', 'wait', 'amongst', 'crowd', 'cheeri', 'group', 'ladi', 'shout', 'rhyme', 'number', 'call', 'distribut', 'food', 'go', 'drive', 'thru', 'usual', 'pack', 'easi', 'dostick', 'mainstay', 'classic', 'chicago', 'hot', 'dog', 'italian', 'beef', 'delici', 'difficult', 'eat', 'fall', 'apart', 'devour', 'sure', 'fun', 'burger', 'delici', 'alway', 'cook', 'great', 'fresh', 'top', 'load', 'flavor', 'get', 'larg', 'beer', 'wait', 'take', 'plung', 'order', 'chocol', 'cake', 'milkshak', 'chocol', 'milkshak', 'piec', 'chocol', 'cake', 'bottom', 'yupyou', 'read', 'right', 'one', 'best', 'thing', 'crinkl', 'fri', 'alway', 'done', 'well', 'enough', 'cover', 'salt', 'yeah', 'dont', 'come', 'cholesterol', 'sever', 'heart', 'attack', 'littl', 'say', 'bad', 'thi', 'place', 'alway', 'good', 'reliabl', 'churn', 'food', 'sure', 'healthi', 'obviou', 'alway', 'usual', 'alway', 'busi', 'part', 'atmospher', 'charm', 'place', 'actual', 'wouldnt', 'want', 'go', 'portillo', 'dure', 'slow', 'time', 'someth', 'would', 'miss', 'crowd', 'onli', 'thing', 'get', 'ladi', 'scream', 'numbersif', 'resid', 'know', 'like', 'portillo', 'town', 'visit', 'highli', 'suggest', 'check', 'touristi', 'thing', 'downtown', 'place', 'citi', 'check', 'downtown', 'hit']","[('portillo', 'hot'), ('hot', 'dog'), ('dog', 'dream'), ('dream', 'heaven'), ('heaven', 'smorgasbord'), ('smorgasbord', 'tasti'), ('tasti', 'delight'), ('delight', 'less'), ('less', 'fright'), ('fright', 'plenti'), ('plenti', 'drightsmad'), ('drightsmad', 'last'), ('last', 'two'), ('two', 'doe'), ('doe', 'lot'), ('lot', 'way'), ('way', 'good'), ('good', 'ol'), ('ol', 'fashion'), ('fashion', 'midwestern'), ('midwestern', 'greasetrap'), ('greasetrap', 'treat'), ('treat', 'though'), ('though', 'hot'), ('hot', 'dog'), ('dog', 'pasta'), ('pasta', 'chocol'), ('chocol', 'cake'), ('cake', 'milkshakeyupportillo'), ('milkshakeyupportillo', 'conveni'), ('conveni', 'locat'), ('locat', 'touristi'), ('touristi', 'area'), ('area', 'river'), ('river', 'north'), ('north', 'right'), ('right', 'across'), ('across', 'street'), ('street', 'rock'), ('rock', 'roll'), ('roll', 'mcdonald'), ('mcdonald', 'tastiest'), ('tastiest', 'coupl'), ('coupl', 'block'), ('block', 'town'), ('town', 'depend'), ('depend', 'side'), ('side', 'street'), ('street', 'stick'), ('stick', 'portillo'), ('portillo', 'emphas'), ('emphas', 'tasteinsid'), ('tasteinsid', 'two'), ('two', 'part'), ('part', 'classic'), ('classic', 'hot'), ('hot', 'dog'), ('dog', 'burger'), ('burger', 'italian'), ('italian', 'beef'), ('beef', 'extra'), ('extra', 'pasta'), ('pasta', 'salad'), ('salad', 'etc'), ('etc', 'get'), ('get', 'line'), ('line', 'walk'), ('walk', 'order'), ('order', 'pay'), ('pay', 'go'), ('go', 'wait'), ('wait', 'amongst'), ('amongst', 'crowd'), ('crowd', 'cheeri'), ('cheeri', 'group'), ('group', 'ladi'), ('ladi', 'shout'), ('shout', 'rhyme'), ('rhyme', 'number'), ('number', 'call'), ('call', 'distribut'), ('distribut', 'food'), ('food', 'go'), ('go', 'drive'), ('drive', 'thru'), ('thru', 'usual'), ('usual', 'pack'), ('pack', 'easi'), ('easi', 'dostick'), ('dostick', 'mainstay'), ('mainstay', 'classic'), ('classic', 'chicago'), ('chicago', 'hot'), ('hot', 'dog'), ('dog', 'italian'), ('italian', 'beef'), ('beef', 'delici'), ('delici', 'difficult'), ('difficult', 'eat'), ('eat', 'fall'), ('fall', 'apart'), ('apart', 'devour'), ('devour', 'sure'), ('sure', 'fun'), ('fun', 'burger'), ('burger', 'delici'), ('delici', 'alway'), ('alway', 'cook'), ('cook', 'great'), ('great', 'fresh'), ('fresh', 'top'), ('top', 'load'), ('load', 'flavor'), ('flavor', 'get'), ('get', 'larg'), ('larg', 'beer'), ('beer', 'wait'), ('wait', 'take'), ('take', 'plung'), ('plung', 'order'), ('order', 'chocol'), ('chocol', 'cake'), ('cake', 'milkshak'), ('milkshak', 'chocol'), ('chocol', 'milkshak'), ('milkshak', 'piec'), ('piec', 'chocol'), ('chocol', 'cake'), ('cake', 'bottom'), ('bottom', 'yupyou'), ('yupyou', 'read'), ('read', 'right'), ('right', 'one'), ('one', 'best'), ('best', 'thing'), ('thing', 'crinkl'), ('crinkl', 'fri'), ('fri', 'alway'), ('alway', 'done'), ('done', 'well'), ('well', 'enough'), ('enough', 'cover'), ('cover', 'salt'), ('salt', 'yeah'), ('yeah', 'dont'), ('dont', 'come'), ('come', 'cholesterol'), ('cholesterol', 'sever'), ('sever', 'heart'), ('heart', 'attack'), ('attack', 'littl'), ('littl', 'say'), ('say', 'bad'), ('bad', 'thi'), ('thi', 'place'), ('place', 'alway'), ('alway', 'good'), ('good', 'reliabl'), ('reliabl', 'churn'), ('churn', 'food'), ('food', 'sure'), ('sure', 'healthi'), ('healthi', 'obviou'), ('obviou', 'alway'), ('alway', 'usual'), ('usual', 'alway'), ('alway', 'busi'), ('busi', 'part'), ('part', 'atmospher'), ('atmospher', 'charm'), ('charm', 'place'), ('place', 'actual'), ('actual', 'wouldnt'), ('wouldnt', 'want'), ('want', 'go'), ('go', 'portillo'), ('portillo', 'dure'), ('dure', 'slow'), ('slow', 'time'), ('time', 'someth'), ('someth', 'would'), ('would', 'miss'), ('miss', 'crowd'), ('crowd', 'onli'), ('onli', 'thing'), ('thing', 'get'), ('get', 'ladi'), ('ladi', 'scream'), ('scream', 'numbersif'), ('numbersif', 'resid'), ('resid', 'know'), ('know', 'like'), ('like', 'portillo'), ('portillo', 'town'), ('town', 'visit'), ('visit', 'highli'), ('highli', 'suggest'), ('suggest', 'check'), ('check', 'touristi'), ('touristi', 'thing'), ('thing', 'downtown'), ('downtown', 'place'), ('place', 'citi'), ('citi', 'check'), ('check', 'downtown'), ('downtown', 'hit')]"
862,Don C.,ascx2MNC4MAkIoJKZ9C2DQ,5.0,Visiting Chicago and had to try a Chicago Hot Dog and I was told this was the place to try itDAMN was this Hot Dog awesome The peppers made it stand out with the spicyness of it  It was so good I had to order the chili dog alsohahaBut what was even better was the Italian beef Sandwich  I got the combo with the sausage in it also which made it oh so juicyjust talking about it is making my mouth waterLOVE LOVE LOVE THIS PLACE  After eating here we found out there was one in Buena Park CA also Gonna get some this weekend,2010-06-03,"Westminster, CA","['visit', 'chicago', 'tri', 'chicago', 'hot', 'dog', 'wa', 'told', 'thi', 'wa', 'place', 'tri', 'itdamn', 'wa', 'thi', 'hot', 'dog', 'awesom', 'pepper', 'made', 'stand', 'spicy', 'wa', 'good', 'order', 'chili', 'dog', 'alsohahabut', 'wa', 'even', 'better', 'wa', 'italian', 'beef', 'sandwich', 'got', 'combo', 'sausag', 'also', 'made', 'oh', 'juicyjust', 'talk', 'make', 'mouth', 'waterlov', 'love', 'love', 'thi', 'place', 'eat', 'found', 'wa', 'one', 'buena', 'park', 'ca', 'also', 'gonna', 'get', 'thi', 'weekend']","[('visit', 'chicago'), ('chicago', 'tri'), ('tri', 'chicago'), ('chicago', 'hot'), ('hot', 'dog'), ('dog', 'wa'), ('wa', 'told'), ('told', 'thi'), ('thi', 'wa'), ('wa', 'place'), ('place', 'tri'), ('tri', 'itdamn'), ('itdamn', 'wa'), ('wa', 'thi'), ('thi', 'hot'), ('hot', 'dog'), ('dog', 'awesom'), ('awesom', 'pepper'), ('pepper', 'made'), ('made', 'stand'), ('stand', 'spicy'), ('spicy', 'wa'), ('wa', 'good'), ('good', 'order'), ('order', 'chili'), ('chili', 'dog'), ('dog', 'alsohahabut'), ('alsohahabut', 'wa'), ('wa', 'even'), ('even', 'better'), ('better', 'wa'), ('wa', 'italian'), ('italian', 'beef'), ('beef', 'sandwich'), ('sandwich', 'got'), ('got', 'combo'), ('combo', 'sausag'), ('sausag', 'also'), ('also', 'made'), ('made', 'oh'), ('oh', 'juicyjust'), ('juicyjust', 'talk'), ('talk', 'make'), ('make', 'mouth'), ('mouth', 'waterlov'), ('waterlov', 'love'), ('love', 'love'), ('love', 'thi'), ('thi', 'place'), ('place', 'eat'), ('eat', 'found'), ('found', 'wa'), ('wa', 'one'), ('one', 'buena'), ('buena', 'park'), ('park', 'ca'), ('ca', 'also'), ('also', 'gonna'), ('gonna', 'get'), ('get', 'thi'), ('thi', 'weekend')]"
863,mae e.,kMRvZCNFq4tGxIbiwu8aew,3.0,What a disappointment Chicago I was on a roll until I had a Chicago Hot DogOrdered the beef hot dog and I was expecting it to be bigger ladies i know you feel me on this one The bread was strangely doughey and soft My first bite didnt give me that ohhh this is so good feeling but more of a this is alright The establishment is pretty cool though Love the 2story open seating and orders came out pretty fast Its street food but served indoorsbut sadly the food was just AOK,2010-09-09,"Los Angeles, CA","['disappoint', 'chicago', 'wa', 'roll', 'chicago', 'hot', 'dogord', 'beef', 'hot', 'dog', 'wa', 'expect', 'bigger', 'ladi', 'know', 'feel', 'thi', 'one', 'bread', 'wa', 'strang', 'doughey', 'soft', 'first', 'bite', 'didnt', 'give', 'ohhh', 'thi', 'good', 'feel', 'thi', 'alright', 'establish', 'pretti', 'cool', 'though', 'love', '2stori', 'open', 'seat', 'order', 'came', 'pretti', 'fast', 'street', 'food', 'serv', 'indoorsbut', 'sadli', 'food', 'wa', 'aok']","[('disappoint', 'chicago'), ('chicago', 'wa'), ('wa', 'roll'), ('roll', 'chicago'), ('chicago', 'hot'), ('hot', 'dogord'), ('dogord', 'beef'), ('beef', 'hot'), ('hot', 'dog'), ('dog', 'wa'), ('wa', 'expect'), ('expect', 'bigger'), ('bigger', 'ladi'), ('ladi', 'know'), ('know', 'feel'), ('feel', 'thi'), ('thi', 'one'), ('one', 'bread'), ('bread', 'wa'), ('wa', 'strang'), ('strang', 'doughey'), ('doughey', 'soft'), ('soft', 'first'), ('first', 'bite'), ('bite', 'didnt'), ('didnt', 'give'), ('give', 'ohhh'), ('ohhh', 'thi'), ('thi', 'good'), ('good', 'feel'), ('feel', 'thi'), ('thi', 'alright'), ('alright', 'establish'), ('establish', 'pretti'), ('pretti', 'cool'), ('cool', 'though'), ('though', 'love'), ('love', '2stori'), ('2stori', 'open'), ('open', 'seat'), ('seat', 'order'), ('order', 'came'), ('came', 'pretti'), ('pretti', 'fast'), ('fast', 'street'), ('street', 'food'), ('food', 'serv'), ('serv', 'indoorsbut'), ('indoorsbut', 'sadli'), ('sadli', 'food'), ('food', 'wa'), ('wa', 'aok')]"
864,Raana A.,rkzZ1K721JRxiJ9j5LW40A,4.0,So Portillos is infamous for their hot dogs and Italian beef  While both are pretty darn good its their cheeseburgers that keep my coming backwell the cheeseburgers and their delicious slices of chocolate or lemon cake Although Im not sure if they still sell the lemon cake by the slice anymore  I dont do fast good cheeseburgers and although the quality of their beef burgers isnt as good as it used to be hence the four starts in stead of five its still my favorite cheap burger in Chicago  Extra bonus of the drive through line that usually manages to move faster than McDs across the street,2010-09-12,"Manhattan, NY","['portillo', 'infam', 'hot', 'dog', 'italian', 'beef', 'pretti', 'darn', 'good', 'cheeseburg', 'keep', 'come', 'backwel', 'cheeseburg', 'delici', 'slice', 'chocol', 'lemon', 'cake', 'although', 'im', 'sure', 'still', 'sell', 'lemon', 'cake', 'slice', 'anymor', 'dont', 'fast', 'good', 'cheeseburg', 'although', 'qualiti', 'beef', 'burger', 'isnt', 'good', 'use', 'henc', 'four', 'start', 'stead', 'five', 'still', 'favorit', 'cheap', 'burger', 'chicago', 'extra', 'bonu', 'drive', 'line', 'usual', 'manag', 'move', 'faster', 'mcd', 'across', 'street']","[('portillo', 'infam'), ('infam', 'hot'), ('hot', 'dog'), ('dog', 'italian'), ('italian', 'beef'), ('beef', 'pretti'), ('pretti', 'darn'), ('darn', 'good'), ('good', 'cheeseburg'), ('cheeseburg', 'keep'), ('keep', 'come'), ('come', 'backwel'), ('backwel', 'cheeseburg'), ('cheeseburg', 'delici'), ('delici', 'slice'), ('slice', 'chocol'), ('chocol', 'lemon'), ('lemon', 'cake'), ('cake', 'although'), ('although', 'im'), ('im', 'sure'), ('sure', 'still'), ('still', 'sell'), ('sell', 'lemon'), ('lemon', 'cake'), ('cake', 'slice'), ('slice', 'anymor'), ('anymor', 'dont'), ('dont', 'fast'), ('fast', 'good'), ('good', 'cheeseburg'), ('cheeseburg', 'although'), ('although', 'qualiti'), ('qualiti', 'beef'), ('beef', 'burger'), ('burger', 'isnt'), ('isnt', 'good'), ('good', 'use'), ('use', 'henc'), ('henc', 'four'), ('four', 'start'), ('start', 'stead'), ('stead', 'five'), ('five', 'still'), ('still', 'favorit'), ('favorit', 'cheap'), ('cheap', 'burger'), ('burger', 'chicago'), ('chicago', 'extra'), ('extra', 'bonu'), ('bonu', 'drive'), ('drive', 'line'), ('line', 'usual'), ('usual', 'manag'), ('manag', 'move'), ('move', 'faster'), ('faster', 'mcd'), ('mcd', 'across'), ('across', 'street')]"
865,Jo T.,1AXGMDBXb43IQKqhf8VUGg,5.0,Great Price Fun Atmosphere  Best Hot Dog Youll Ever Try Check Check  Check Portillos was amazing I wish I didnt live so far away so I could eat here more often although that is very likely a good thingTry Portillos when you are in Chicago you will not regret it ,2011-02-09,"Scottsdale, AZ","['great', 'price', 'fun', 'atmospher', 'best', 'hot', 'dog', 'youll', 'ever', 'tri', 'check', 'check', 'check', 'portillo', 'wa', 'amaz', 'wish', 'didnt', 'live', 'far', 'away', 'could', 'eat', 'often', 'although', 'veri', 'like', 'good', 'thingtri', 'portillo', 'chicago', 'regret']","[('great', 'price'), ('price', 'fun'), ('fun', 'atmospher'), ('atmospher', 'best'), ('best', 'hot'), ('hot', 'dog'), ('dog', 'youll'), ('youll', 'ever'), ('ever', 'tri'), ('tri', 'check'), ('check', 'check'), ('check', 'check'), ('check', 'portillo'), ('portillo', 'wa'), ('wa', 'amaz'), ('amaz', 'wish'), ('wish', 'didnt'), ('didnt', 'live'), ('live', 'far'), ('far', 'away'), ('away', 'could'), ('could', 'eat'), ('eat', 'often'), ('often', 'although'), ('although', 'veri'), ('veri', 'like'), ('like', 'good'), ('good', 'thingtri'), ('thingtri', 'portillo'), ('portillo', 'chicago'), ('chicago', 'regret')]"
866,Tammy L.,Q-KRv76YjGLs-q4yG_FxTA,5.0,A friend took me here on my Birthday while I was in town celebrating And it was the best birthday present ever Ive had Italian Beef sandwiches before but nothing like Portillos Must TryItalian BeefBeefNCheddar CroissantChopped Salad not just a regular salad TRUST me you wont be disappointedDont waste your  withChili Cheese Dogsany of the pastasIts a fast food joint based out of Chicago I really wish there was one in Minnesota but then again Id be in trouble if there was A must have everytime Im in town,2011-02-18,"St Paul, MN","['friend', 'took', 'birthday', 'wa', 'town', 'celebr', 'wa', 'best', 'birthday', 'present', 'ever', 'ive', 'italian', 'beef', 'sandwich', 'befor', 'noth', 'like', 'portillo', 'must', 'tryitalian', 'beefbeefncheddar', 'croissantchop', 'salad', 'regular', 'salad', 'trust', 'wont', 'disappointeddont', 'wast', 'withchili', 'chees', 'dogsani', 'pastasit', 'fast', 'food', 'joint', 'base', 'chicago', 'realli', 'wish', 'wa', 'one', 'minnesota', 'id', 'troubl', 'wa', 'must', 'everytim', 'im', 'town']","[('friend', 'took'), ('took', 'birthday'), ('birthday', 'wa'), ('wa', 'town'), ('town', 'celebr'), ('celebr', 'wa'), ('wa', 'best'), ('best', 'birthday'), ('birthday', 'present'), ('present', 'ever'), ('ever', 'ive'), ('ive', 'italian'), ('italian', 'beef'), ('beef', 'sandwich'), ('sandwich', 'befor'), ('befor', 'noth'), ('noth', 'like'), ('like', 'portillo'), ('portillo', 'must'), ('must', 'tryitalian'), ('tryitalian', 'beefbeefncheddar'), ('beefbeefncheddar', 'croissantchop'), ('croissantchop', 'salad'), ('salad', 'regular'), ('regular', 'salad'), ('salad', 'trust'), ('trust', 'wont'), ('wont', 'disappointeddont'), ('disappointeddont', 'wast'), ('wast', 'withchili'), ('withchili', 'chees'), ('chees', 'dogsani'), ('dogsani', 'pastasit'), ('pastasit', 'fast'), ('fast', 'food'), ('food', 'joint'), ('joint', 'base'), ('base', 'chicago'), ('chicago', 'realli'), ('realli', 'wish'), ('wish', 'wa'), ('wa', 'one'), ('one', 'minnesota'), ('minnesota', 'id'), ('id', 'troubl'), ('troubl', 'wa'), ('wa', 'must'), ('must', 'everytim'), ('everytim', 'im'), ('im', 'town')]"
867,Scott M.,jn4cKLGQ5wJ-bYpNsZrkRg,4.0,Good eatsTook the family there as a result of a piece in the monthly United Airlines magazine about touring Chicago in three days  With such a source for recommendation it was bound to be touristy  It didnt feel that way  The line wasnt too long and the food arrived quicklyThe Italian roast beef adding sweet peppers was by far the best roast beef sandwich I can remember  The soft bread slightly soaked with au jus was a good offset for the texture of beef and peppers and a great flavor blend  Make sure you order with sweet peppers and au jus otherwise it may be dryMy wife had a Chicago style hot dog and went back for a second,2011-07-17,"San Diego, CA","['good', 'eatstook', 'famili', 'result', 'piec', 'monthli', 'unit', 'airlin', 'magazin', 'tour', 'chicago', 'three', 'day', 'sourc', 'recommend', 'wa', 'bound', 'touristi', 'didnt', 'feel', 'way', 'line', 'wasnt', 'long', 'food', 'arriv', 'quicklyth', 'italian', 'roast', 'beef', 'ad', 'sweet', 'pepper', 'wa', 'far', 'best', 'roast', 'beef', 'sandwich', 'rememb', 'soft', 'bread', 'slightli', 'soak', 'au', 'ju', 'wa', 'good', 'offset', 'textur', 'beef', 'pepper', 'great', 'flavor', 'blend', 'make', 'sure', 'order', 'sweet', 'pepper', 'au', 'ju', 'otherwis', 'may', 'drymi', 'wife', 'chicago', 'style', 'hot', 'dog', 'went', 'back', 'second']","[('good', 'eatstook'), ('eatstook', 'famili'), ('famili', 'result'), ('result', 'piec'), ('piec', 'monthli'), ('monthli', 'unit'), ('unit', 'airlin'), ('airlin', 'magazin'), ('magazin', 'tour'), ('tour', 'chicago'), ('chicago', 'three'), ('three', 'day'), ('day', 'sourc'), ('sourc', 'recommend'), ('recommend', 'wa'), ('wa', 'bound'), ('bound', 'touristi'), ('touristi', 'didnt'), ('didnt', 'feel'), ('feel', 'way'), ('way', 'line'), ('line', 'wasnt'), ('wasnt', 'long'), ('long', 'food'), ('food', 'arriv'), ('arriv', 'quicklyth'), ('quicklyth', 'italian'), ('italian', 'roast'), ('roast', 'beef'), ('beef', 'ad'), ('ad', 'sweet'), ('sweet', 'pepper'), ('pepper', 'wa'), ('wa', 'far'), ('far', 'best'), ('best', 'roast'), ('roast', 'beef'), ('beef', 'sandwich'), ('sandwich', 'rememb'), ('rememb', 'soft'), ('soft', 'bread'), ('bread', 'slightli'), ('slightli', 'soak'), ('soak', 'au'), ('au', 'ju'), ('ju', 'wa'), ('wa', 'good'), ('good', 'offset'), ('offset', 'textur'), ('textur', 'beef'), ('beef', 'pepper'), ('pepper', 'great'), ('great', 'flavor'), ('flavor', 'blend'), ('blend', 'make'), ('make', 'sure'), ('sure', 'order'), ('order', 'sweet'), ('sweet', 'pepper'), ('pepper', 'au'), ('au', 'ju'), ('ju', 'otherwis'), ('otherwis', 'may'), ('may', 'drymi'), ('drymi', 'wife'), ('wife', 'chicago'), ('chicago', 'style'), ('style', 'hot'), ('hot', 'dog'), ('dog', 'went'), ('went', 'back'), ('back', 'second')]"
868,Stephanie G.,gpe9d7wDGVIi-6_DSu-ZQw,5.0,Best Hot Dogs in the CHI HANDS DOWN I used to live out of town and dreamed of these puppies DELISH The drive thru here is pretty damn fast considering it is in the middle of the cityMust try ,2011-07-19,"Chicago, IL","['best', 'hot', 'dog', 'chi', 'hand', 'use', 'live', 'town', 'dream', 'puppi', 'delish', 'drive', 'thru', 'pretti', 'damn', 'fast', 'consid', 'middl', 'citymust', 'tri']","[('best', 'hot'), ('hot', 'dog'), ('dog', 'chi'), ('chi', 'hand'), ('hand', 'use'), ('use', 'live'), ('live', 'town'), ('town', 'dream'), ('dream', 'puppi'), ('puppi', 'delish'), ('delish', 'drive'), ('drive', 'thru'), ('thru', 'pretti'), ('pretti', 'damn'), ('damn', 'fast'), ('fast', 'consid'), ('consid', 'middl'), ('middl', 'citymust'), ('citymust', 'tri')]"
869,Shelley V.,UZhXTO4Xazyydb-p4wZ4PA,4.0,Italian beef Maxwell dog plain was our order du jourWhat a fun experience coming here Yes a bit touristy but I wasnt disappointed by either the beef sandwich or the hot dog The French fries arent bad either I would definitely recommend stopping by here if you are visiting the area  you wont regret it unless of course you are a vegetarian,2011-08-21,"North Hollywood, CA","['italian', 'beef', 'maxwel', 'dog', 'plain', 'wa', 'order', 'du', 'jourwhat', 'fun', 'experi', 'come', 'ye', 'bit', 'touristi', 'wasnt', 'disappoint', 'either', 'beef', 'sandwich', 'hot', 'dog', 'french', 'fri', 'arent', 'bad', 'either', 'would', 'definit', 'recommend', 'stop', 'visit', 'area', 'wont', 'regret', 'unless', 'cours', 'vegetarian']","[('italian', 'beef'), ('beef', 'maxwel'), ('maxwel', 'dog'), ('dog', 'plain'), ('plain', 'wa'), ('wa', 'order'), ('order', 'du'), ('du', 'jourwhat'), ('jourwhat', 'fun'), ('fun', 'experi'), ('experi', 'come'), ('come', 'ye'), ('ye', 'bit'), ('bit', 'touristi'), ('touristi', 'wasnt'), ('wasnt', 'disappoint'), ('disappoint', 'either'), ('either', 'beef'), ('beef', 'sandwich'), ('sandwich', 'hot'), ('hot', 'dog'), ('dog', 'french'), ('french', 'fri'), ('fri', 'arent'), ('arent', 'bad'), ('bad', 'either'), ('either', 'would'), ('would', 'definit'), ('definit', 'recommend'), ('recommend', 'stop'), ('stop', 'visit'), ('visit', 'area'), ('area', 'wont'), ('wont', 'regret'), ('regret', 'unless'), ('unless', 'cours'), ('cours', 'vegetarian')]"
870,Jane P.,IywaLCUMV9eIsdFY3v5ajQ,3.0,Trying Portillos Italian Beef sandwich was 1 of 3 things on my agenda for my short trip into Chicago  I had really high expectations and they were not met  I really need to remember that food is food and I cant expect a sandwich god  Anyway the sandwich itself was good  What brings me down to 3 stars is the oil  Its so greasy and perhaps its supposed to be that way in order to add to its goodness factor  But I really despise oily foods so that was a no go   It was still enjoyable and the spicy peppers give it a necessary kick  But I can definitely live without this one,2011-09-13,"New York, NY","['tri', 'portillo', 'italian', 'beef', 'sandwich', 'wa', 'num', 'num', 'thing', 'agenda', 'short', 'trip', 'chicago', 'realli', 'high', 'expect', 'met', 'realli', 'need', 'rememb', 'food', 'food', 'cant', 'expect', 'sandwich', 'god', 'anyway', 'sandwich', 'wa', 'good', 'bring', 'num', 'star', 'oil', 'greasi', 'perhap', 'suppos', 'way', 'order', 'add', 'good', 'factor', 'realli', 'despis', 'oili', 'food', 'wa', 'go', 'wa', 'still', 'enjoy', 'spici', 'pepper', 'give', 'necessari', 'kick', 'definit', 'live', 'without', 'thi', 'one']","[('tri', 'portillo'), ('portillo', 'italian'), ('italian', 'beef'), ('beef', 'sandwich'), ('sandwich', 'wa'), ('wa', 'num'), ('num', 'num'), ('num', 'thing'), ('thing', 'agenda'), ('agenda', 'short'), ('short', 'trip'), ('trip', 'chicago'), ('chicago', 'realli'), ('realli', 'high'), ('high', 'expect'), ('expect', 'met'), ('met', 'realli'), ('realli', 'need'), ('need', 'rememb'), ('rememb', 'food'), ('food', 'food'), ('food', 'cant'), ('cant', 'expect'), ('expect', 'sandwich'), ('sandwich', 'god'), ('god', 'anyway'), ('anyway', 'sandwich'), ('sandwich', 'wa'), ('wa', 'good'), ('good', 'bring'), ('bring', 'num'), ('num', 'star'), ('star', 'oil'), ('oil', 'greasi'), ('greasi', 'perhap'), ('perhap', 'suppos'), ('suppos', 'way'), ('way', 'order'), ('order', 'add'), ('add', 'good'), ('good', 'factor'), ('factor', 'realli'), ('realli', 'despis'), ('despis', 'oili'), ('oili', 'food'), ('food', 'wa'), ('wa', 'go'), ('go', 'wa'), ('wa', 'still'), ('still', 'enjoy'), ('enjoy', 'spici'), ('spici', 'pepper'), ('pepper', 'give'), ('give', 'necessari'), ('necessari', 'kick'), ('kick', 'definit'), ('definit', 'live'), ('live', 'without'), ('without', 'thi'), ('thi', 'one')]"
