,Author,ReviewID,Overall,Content,Date,Author_Location,Unigrams,bigrams
633,Valery P.,uKL58n0qNxQoYvStKTyA0A,5.0,How do people even give a less than 4 ratings for this delightful restaurantI first came to crisp on spring 2009 and havent stopped coming by each month to enjoy the delicious seoul sassy and BBQ Bowl or they also have a Buddha bowl for vegetarians They also have a good selection of foods ranging from the usual wings to a mix of spanishkorean appetizers and drinks Korean  Asian softdrink in particularBut the best part that I like about this place is the service itself They have plenty of magazines to read and most of the people who work there is always welcoming and laidback which give you more incentives to come and hang out at this place,2010-01-21,"Chicago, IL","['peopl', 'even', 'give', 'less', 'num', 'rate', 'thi', 'delight', 'restauranti', 'first', 'came', 'crisp', 'spring', 'num', 'havent', 'stop', 'come', 'month', 'enjoy', 'delici', 'seoul', 'sassi', 'bbq', 'bowl', 'also', 'buddha', 'bowl', 'vegetarian', 'also', 'good', 'select', 'food', 'rang', 'usual', 'wing', 'mix', 'spanishkorean', 'appet', 'drink', 'korean', 'asian', 'softdrink', 'particularbut', 'best', 'part', 'like', 'thi', 'place', 'servic', 'plenti', 'magazin', 'read', 'peopl', 'work', 'alway', 'welcom', 'laidback', 'give', 'incent', 'come', 'hang', 'thi', 'place']","[('peopl', 'even'), ('even', 'give'), ('give', 'less'), ('less', 'num'), ('num', 'rate'), ('rate', 'thi'), ('thi', 'delight'), ('delight', 'restauranti'), ('restauranti', 'first'), ('first', 'came'), ('came', 'crisp'), ('crisp', 'spring'), ('spring', 'num'), ('num', 'havent'), ('havent', 'stop'), ('stop', 'come'), ('come', 'month'), ('month', 'enjoy'), ('enjoy', 'delici'), ('delici', 'seoul'), ('seoul', 'sassi'), ('sassi', 'bbq'), ('bbq', 'bowl'), ('bowl', 'also'), ('also', 'buddha'), ('buddha', 'bowl'), ('bowl', 'vegetarian'), ('vegetarian', 'also'), ('also', 'good'), ('good', 'select'), ('select', 'food'), ('food', 'rang'), ('rang', 'usual'), ('usual', 'wing'), ('wing', 'mix'), ('mix', 'spanishkorean'), ('spanishkorean', 'appet'), ('appet', 'drink'), ('drink', 'korean'), ('korean', 'asian'), ('asian', 'softdrink'), ('softdrink', 'particularbut'), ('particularbut', 'best'), ('best', 'part'), ('part', 'like'), ('like', 'thi'), ('thi', 'place'), ('place', 'servic'), ('servic', 'plenti'), ('plenti', 'magazin'), ('magazin', 'read'), ('read', 'peopl'), ('peopl', 'work'), ('work', 'alway'), ('alway', 'welcom'), ('welcom', 'laidback'), ('laidback', 'give'), ('give', 'incent'), ('incent', 'come'), ('come', 'hang'), ('hang', 'thi'), ('thi', 'place')]"
634,Elushika W.,bRRWMWZOgslYyPWUiEKYhA,5.0,Bird bird birdBird is the wordI was in Chicago for a week and I was staying near by Crisp I would pass this place and there was always a line I thought they were giving out free golden chickens Oh boy these were better than the free golden chickens They were so delicious and crispy Writing this review makes me want to fly over to Chicago and get some bird,2010-09-13,"New York, NY","['bird', 'bird', 'birdbird', 'wordi', 'wa', 'chicago', 'week', 'wa', 'stay', 'near', 'crisp', 'would', 'pass', 'thi', 'place', 'wa', 'alway', 'line', 'thought', 'give', 'free', 'golden', 'chicken', 'oh', 'boy', 'better', 'free', 'golden', 'chicken', 'delici', 'crispi', 'write', 'thi', 'review', 'make', 'want', 'fli', 'chicago', 'get', 'bird']","[('bird', 'bird'), ('bird', 'birdbird'), ('birdbird', 'wordi'), ('wordi', 'wa'), ('wa', 'chicago'), ('chicago', 'week'), ('week', 'wa'), ('wa', 'stay'), ('stay', 'near'), ('near', 'crisp'), ('crisp', 'would'), ('would', 'pass'), ('pass', 'thi'), ('thi', 'place'), ('place', 'wa'), ('wa', 'alway'), ('alway', 'line'), ('line', 'thought'), ('thought', 'give'), ('give', 'free'), ('free', 'golden'), ('golden', 'chicken'), ('chicken', 'oh'), ('oh', 'boy'), ('boy', 'better'), ('better', 'free'), ('free', 'golden'), ('golden', 'chicken'), ('chicken', 'delici'), ('delici', 'crispi'), ('crispi', 'write'), ('write', 'thi'), ('thi', 'review'), ('review', 'make'), ('make', 'want'), ('want', 'fli'), ('fli', 'chicago'), ('chicago', 'get'), ('get', 'bird')]"
635,Brian M.,7GbZcS88nu6i8BCcaXgn5g,4.0,I have been frequenting Crisp for nearly two years now and I can say without a doubt that they are among the best chicken spots in the city I would highly recommend the Seoul Steak Bowl a mix of Korean Beef and Rice I like to upgrade to the Organic Brown Rice for an extra 150 And ask for extra Alices Atomic Sauce If youre looking for wings they have a pretty good deal where you get a full chicken a side and two drinks for somewhere around twenty bucks Once again I would recommend that you get at least half of the chicken in Seoul Sassy And get some Alices Atomic SauceAnd the final check mark in their favorBYOB Although if you are eating in you better be prepared to get a little cozier with a stranger than you originally intended But its worth it,2011-05-04,"Chicago, IL","['frequent', 'crisp', 'nearli', 'two', 'year', 'say', 'without', 'doubt', 'among', 'best', 'chicken', 'spot', 'citi', 'would', 'highli', 'recommend', 'seoul', 'steak', 'bowl', 'mix', 'korean', 'beef', 'rice', 'like', 'upgrad', 'organ', 'brown', 'rice', 'extra', 'num', 'ask', 'extra', 'alic', 'atom', 'sauc', 'look', 'wing', 'pretti', 'good', 'deal', 'get', 'full', 'chicken', 'side', 'two', 'drink', 'somewher', 'around', 'twenti', 'buck', 'onc', 'would', 'recommend', 'get', 'least', 'half', 'chicken', 'seoul', 'sassi', 'get', 'alic', 'atom', 'sauceand', 'final', 'check', 'mark', 'favorbyob', 'although', 'eat', 'better', 'prepar', 'get', 'littl', 'cozier', 'stranger', 'origin', 'intend', 'worth']","[('frequent', 'crisp'), ('crisp', 'nearli'), ('nearli', 'two'), ('two', 'year'), ('year', 'say'), ('say', 'without'), ('without', 'doubt'), ('doubt', 'among'), ('among', 'best'), ('best', 'chicken'), ('chicken', 'spot'), ('spot', 'citi'), ('citi', 'would'), ('would', 'highli'), ('highli', 'recommend'), ('recommend', 'seoul'), ('seoul', 'steak'), ('steak', 'bowl'), ('bowl', 'mix'), ('mix', 'korean'), ('korean', 'beef'), ('beef', 'rice'), ('rice', 'like'), ('like', 'upgrad'), ('upgrad', 'organ'), ('organ', 'brown'), ('brown', 'rice'), ('rice', 'extra'), ('extra', 'num'), ('num', 'ask'), ('ask', 'extra'), ('extra', 'alic'), ('alic', 'atom'), ('atom', 'sauc'), ('sauc', 'look'), ('look', 'wing'), ('wing', 'pretti'), ('pretti', 'good'), ('good', 'deal'), ('deal', 'get'), ('get', 'full'), ('full', 'chicken'), ('chicken', 'side'), ('side', 'two'), ('two', 'drink'), ('drink', 'somewher'), ('somewher', 'around'), ('around', 'twenti'), ('twenti', 'buck'), ('buck', 'onc'), ('onc', 'would'), ('would', 'recommend'), ('recommend', 'get'), ('get', 'least'), ('least', 'half'), ('half', 'chicken'), ('chicken', 'seoul'), ('seoul', 'sassi'), ('sassi', 'get'), ('get', 'alic'), ('alic', 'atom'), ('atom', 'sauceand'), ('sauceand', 'final'), ('final', 'check'), ('check', 'mark'), ('mark', 'favorbyob'), ('favorbyob', 'although'), ('although', 'eat'), ('eat', 'better'), ('better', 'prepar'), ('prepar', 'get'), ('get', 'littl'), ('littl', 'cozier'), ('cozier', 'stranger'), ('stranger', 'origin'), ('origin', 'intend'), ('intend', 'worth')]"
636,James K.,d6Gv1KOw74o8S5XN7h-XoQ,4.0,I was introduced to this place recently and have been back twice in the last month  Sooooo good and the Bad Boy Buddha bowl may favorite includes a wonderful mix of vegetables  You cannot go wrong with the organic brown rice either minimal extra charge  This food fills you up  Chicken is good too if you dont mind getting your fingers a little messyThe staff here are superfriendly and pleasantly chat with you  They deliver but the atmosphere and large benchstyle tables make it worthwhile to dine in,2009-01-15,"Chicago, IL","['wa', 'introduc', 'thi', 'place', 'recent', 'back', 'twice', 'last', 'month', 'sooooo', 'good', 'bad', 'boy', 'buddha', 'bowl', 'may', 'favorit', 'includ', 'wonder', 'mix', 'veget', 'cannot', 'go', 'wrong', 'organ', 'brown', 'rice', 'either', 'minim', 'extra', 'charg', 'thi', 'food', 'fill', 'chicken', 'good', 'dont', 'mind', 'get', 'finger', 'littl', 'messyth', 'staff', 'superfriendli', 'pleasantli', 'chat', 'deliv', 'atmospher', 'larg', 'benchstyl', 'tabl', 'make', 'worthwhil', 'dine']","[('wa', 'introduc'), ('introduc', 'thi'), ('thi', 'place'), ('place', 'recent'), ('recent', 'back'), ('back', 'twice'), ('twice', 'last'), ('last', 'month'), ('month', 'sooooo'), ('sooooo', 'good'), ('good', 'bad'), ('bad', 'boy'), ('boy', 'buddha'), ('buddha', 'bowl'), ('bowl', 'may'), ('may', 'favorit'), ('favorit', 'includ'), ('includ', 'wonder'), ('wonder', 'mix'), ('mix', 'veget'), ('veget', 'cannot'), ('cannot', 'go'), ('go', 'wrong'), ('wrong', 'organ'), ('organ', 'brown'), ('brown', 'rice'), ('rice', 'either'), ('either', 'minim'), ('minim', 'extra'), ('extra', 'charg'), ('charg', 'thi'), ('thi', 'food'), ('food', 'fill'), ('fill', 'chicken'), ('chicken', 'good'), ('good', 'dont'), ('dont', 'mind'), ('mind', 'get'), ('get', 'finger'), ('finger', 'littl'), ('littl', 'messyth'), ('messyth', 'staff'), ('staff', 'superfriendli'), ('superfriendli', 'pleasantli'), ('pleasantli', 'chat'), ('chat', 'deliv'), ('deliv', 'atmospher'), ('atmospher', 'larg'), ('larg', 'benchstyl'), ('benchstyl', 'tabl'), ('tabl', 'make'), ('make', 'worthwhil'), ('worthwhil', 'dine')]"
637,Kaycee C.,V6vvPZXr5iBCPQvhjh2uvQ,3.0,After reading a lot of reviews on here I decided to go with the popular vote Seoul Sassy Chicken WingsThe chicken was dry and the sauce was too sweet I think maybe the dryness of the chicken may have altered the flavor a little bit However it was simply okay nothing Id go crazy for   The pieces were pretty big so it was also kind of tedious to chew all that dry meatSorry Crisp this place just didnt do it for me,2012-11-06,"Skokie, IL","['read', 'lot', 'review', 'decid', 'go', 'popular', 'vote', 'seoul', 'sassi', 'chicken', 'wingsth', 'chicken', 'wa', 'dri', 'sauc', 'wa', 'sweet', 'think', 'mayb', 'dryness', 'chicken', 'may', 'alter', 'flavor', 'littl', 'bit', 'howev', 'wa', 'simpli', 'okay', 'noth', 'id', 'go', 'crazi', 'piec', 'pretti', 'big', 'wa', 'also', 'kind', 'tediou', 'chew', 'dri', 'meatsorri', 'crisp', 'thi', 'place', 'didnt']","[('read', 'lot'), ('lot', 'review'), ('review', 'decid'), ('decid', 'go'), ('go', 'popular'), ('popular', 'vote'), ('vote', 'seoul'), ('seoul', 'sassi'), ('sassi', 'chicken'), ('chicken', 'wingsth'), ('wingsth', 'chicken'), ('chicken', 'wa'), ('wa', 'dri'), ('dri', 'sauc'), ('sauc', 'wa'), ('wa', 'sweet'), ('sweet', 'think'), ('think', 'mayb'), ('mayb', 'dryness'), ('dryness', 'chicken'), ('chicken', 'may'), ('may', 'alter'), ('alter', 'flavor'), ('flavor', 'littl'), ('littl', 'bit'), ('bit', 'howev'), ('howev', 'wa'), ('wa', 'simpli'), ('simpli', 'okay'), ('okay', 'noth'), ('noth', 'id'), ('id', 'go'), ('go', 'crazi'), ('crazi', 'piec'), ('piec', 'pretti'), ('pretti', 'big'), ('big', 'wa'), ('wa', 'also'), ('also', 'kind'), ('kind', 'tediou'), ('tediou', 'chew'), ('chew', 'dri'), ('dri', 'meatsorri'), ('meatsorri', 'crisp'), ('crisp', 'thi'), ('thi', 'place'), ('place', 'didnt')]"
638,Marissa K.,BY4HL9jbUxf3iGDDK6qelw,5.0,Sometimes I randomly crave their Seoul Sassy chicken  Crisp is probably hands down my favorite restaurant in the city  Im from Hawaii so Im really judgmental of Asian food  The only other equivalent to the Seoul Sassy chicken is the Korean Fried Chicken from Zippys in Hawaii and lets face it Crisp might be better and is so much closer  I love this place because it has great food especially for the price  Everyone who has eaten at any Korean restaurant knows that Korean food is not cheapMy boyfriend and I usually split the whole chicken combo for 1999 comes with 2 cans of pop and 2 sides  Its perfect for sharing and sometimes well have enough for one lunch the next day,2012-09-14,"Chicago, IL","['sometim', 'randomli', 'crave', 'seoul', 'sassi', 'chicken', 'crisp', 'probabl', 'hand', 'favorit', 'restaur', 'citi', 'im', 'hawaii', 'im', 'realli', 'judgment', 'asian', 'food', 'onli', 'equival', 'seoul', 'sassi', 'chicken', 'korean', 'fri', 'chicken', 'zippi', 'hawaii', 'let', 'face', 'crisp', 'might', 'better', 'much', 'closer', 'love', 'thi', 'place', 'becaus', 'ha', 'great', 'food', 'especi', 'price', 'everyon', 'ha', 'eaten', 'ani', 'korean', 'restaur', 'know', 'korean', 'food', 'cheapmi', 'boyfriend', 'usual', 'split', 'whole', 'chicken', 'combo', 'num', 'come', 'num', 'pop', 'num', 'side', 'perfect', 'share', 'sometim', 'well', 'enough', 'one', 'lunch', 'next', 'day']","[('sometim', 'randomli'), ('randomli', 'crave'), ('crave', 'seoul'), ('seoul', 'sassi'), ('sassi', 'chicken'), ('chicken', 'crisp'), ('crisp', 'probabl'), ('probabl', 'hand'), ('hand', 'favorit'), ('favorit', 'restaur'), ('restaur', 'citi'), ('citi', 'im'), ('im', 'hawaii'), ('hawaii', 'im'), ('im', 'realli'), ('realli', 'judgment'), ('judgment', 'asian'), ('asian', 'food'), ('food', 'onli'), ('onli', 'equival'), ('equival', 'seoul'), ('seoul', 'sassi'), ('sassi', 'chicken'), ('chicken', 'korean'), ('korean', 'fri'), ('fri', 'chicken'), ('chicken', 'zippi'), ('zippi', 'hawaii'), ('hawaii', 'let'), ('let', 'face'), ('face', 'crisp'), ('crisp', 'might'), ('might', 'better'), ('better', 'much'), ('much', 'closer'), ('closer', 'love'), ('love', 'thi'), ('thi', 'place'), ('place', 'becaus'), ('becaus', 'ha'), ('ha', 'great'), ('great', 'food'), ('food', 'especi'), ('especi', 'price'), ('price', 'everyon'), ('everyon', 'ha'), ('ha', 'eaten'), ('eaten', 'ani'), ('ani', 'korean'), ('korean', 'restaur'), ('restaur', 'know'), ('know', 'korean'), ('korean', 'food'), ('food', 'cheapmi'), ('cheapmi', 'boyfriend'), ('boyfriend', 'usual'), ('usual', 'split'), ('split', 'whole'), ('whole', 'chicken'), ('chicken', 'combo'), ('combo', 'num'), ('num', 'come'), ('come', 'num'), ('num', 'pop'), ('pop', 'num'), ('num', 'side'), ('side', 'perfect'), ('perfect', 'share'), ('share', 'sometim'), ('sometim', 'well'), ('well', 'enough'), ('enough', 'one'), ('one', 'lunch'), ('lunch', 'next'), ('next', 'day')]"
639,Dung N.,GefogKg7X7B20Ij6-8227g,5.0,The wings are huge 5 pieces for 895 but its more like 10 pieces The guy behind the counter suggested that we get half BBQ and half seoul sassy since it was our first time there We ordered 10 wings and got pretty full afterwards The seoul sassy was my favorite They also have some sauces on their tables They look interesting one was called Buddha Our wings had plenty of flavor so I didnt even try them Cant wait to go back,2013-04-07,"San Diego, CA","['wing', 'huge', 'num', 'piec', 'num', 'like', 'num', 'piec', 'guy', 'behind', 'counter', 'suggest', 'get', 'half', 'bbq', 'half', 'seoul', 'sassi', 'sinc', 'wa', 'first', 'time', 'order', 'num', 'wing', 'got', 'pretti', 'full', 'afterward', 'seoul', 'sassi', 'wa', 'favorit', 'also', 'sauc', 'tabl', 'look', 'interest', 'one', 'wa', 'call', 'buddha', 'wing', 'plenti', 'flavor', 'didnt', 'even', 'tri', 'cant', 'wait', 'go', 'back']","[('wing', 'huge'), ('huge', 'num'), ('num', 'piec'), ('piec', 'num'), ('num', 'like'), ('like', 'num'), ('num', 'piec'), ('piec', 'guy'), ('guy', 'behind'), ('behind', 'counter'), ('counter', 'suggest'), ('suggest', 'get'), ('get', 'half'), ('half', 'bbq'), ('bbq', 'half'), ('half', 'seoul'), ('seoul', 'sassi'), ('sassi', 'sinc'), ('sinc', 'wa'), ('wa', 'first'), ('first', 'time'), ('time', 'order'), ('order', 'num'), ('num', 'wing'), ('wing', 'got'), ('got', 'pretti'), ('pretti', 'full'), ('full', 'afterward'), ('afterward', 'seoul'), ('seoul', 'sassi'), ('sassi', 'wa'), ('wa', 'favorit'), ('favorit', 'also'), ('also', 'sauc'), ('sauc', 'tabl'), ('tabl', 'look'), ('look', 'interest'), ('interest', 'one'), ('one', 'wa'), ('wa', 'call'), ('call', 'buddha'), ('buddha', 'wing'), ('wing', 'plenti'), ('plenti', 'flavor'), ('flavor', 'didnt'), ('didnt', 'even'), ('even', 'tri'), ('tri', 'cant'), ('cant', 'wait'), ('wait', 'go'), ('go', 'back')]"
640,Stosh T.,SKiDiAR7G8a5WAI_XGZSZw,4.0,Have only ever tried the various bowls and wings Both delicious and really cheap for the amount of food they are I dont know whats in the magical sauce they include with all of the bowls but its just that magical,2013-09-07,"Lakeview, Chicago, IL","['onli', 'ever', 'tri', 'variou', 'bowl', 'wing', 'delici', 'realli', 'cheap', 'amount', 'food', 'dont', 'know', 'magic', 'sauc', 'includ', 'bowl', 'magic']","[('onli', 'ever'), ('ever', 'tri'), ('tri', 'variou'), ('variou', 'bowl'), ('bowl', 'wing'), ('wing', 'delici'), ('delici', 'realli'), ('realli', 'cheap'), ('cheap', 'amount'), ('amount', 'food'), ('food', 'dont'), ('dont', 'know'), ('know', 'magic'), ('magic', 'sauc'), ('sauc', 'includ'), ('includ', 'bowl'), ('bowl', 'magic')]"
641,Laura C.,-NlB30ifWKdsrcUu-WRVBA,5.0,We have been here twice Crisp is amazing They have a chicken special for 1999 that we are dying to try The wings are huge and fabulous The seating is family style with lots of paper towels and seasonings on the table I am hungry just thinking about my experience here again,2013-03-14,"South Elgin, IL","['twice', 'crisp', 'amaz', 'chicken', 'special', 'num', 'die', 'tri', 'wing', 'huge', 'fabul', 'seat', 'famili', 'style', 'lot', 'paper', 'towel', 'season', 'tabl', 'hungri', 'think', 'experi']","[('twice', 'crisp'), ('crisp', 'amaz'), ('amaz', 'chicken'), ('chicken', 'special'), ('special', 'num'), ('num', 'die'), ('die', 'tri'), ('tri', 'wing'), ('wing', 'huge'), ('huge', 'fabul'), ('fabul', 'seat'), ('seat', 'famili'), ('famili', 'style'), ('style', 'lot'), ('lot', 'paper'), ('paper', 'towel'), ('towel', 'season'), ('season', 'tabl'), ('tabl', 'hungri'), ('hungri', 'think'), ('think', 'experi')]"
642,Brian J.,HZmPrKi7SayAdOD6Bq_zdQ,4.0,Man Seoul Sassy aint no jokethats the money sauce Mix it with some fried chickenoh boy  I workout all week so I can eat this on my cheat dayjust saying,2013-06-26,"Chicago, IL","['man', 'seoul', 'sassi', 'aint', 'jokethat', 'money', 'sauc', 'mix', 'fri', 'chickenoh', 'boy', 'workout', 'week', 'eat', 'thi', 'cheat', 'dayjust', 'say']","[('man', 'seoul'), ('seoul', 'sassi'), ('sassi', 'aint'), ('aint', 'jokethat'), ('jokethat', 'money'), ('money', 'sauc'), ('sauc', 'mix'), ('mix', 'fri'), ('fri', 'chickenoh'), ('chickenoh', 'boy'), ('boy', 'workout'), ('workout', 'week'), ('week', 'eat'), ('eat', 'thi'), ('thi', 'cheat'), ('cheat', 'dayjust'), ('dayjust', 'say')]"
643,Charlie B.,R23ciIIQA0oIKloaMbATmQ,3.0,Ordered delivery I had the seoul sassy and a burrito It was all pretty good I ordered rice and didnt really need to I called back after I ordered to give some extra details on my buzzer etc They were rude and said something about why didnt I tell them that at first That really turned me off,2008-10-30,"Chicago, IL","['order', 'deliveri', 'seoul', 'sassi', 'burrito', 'wa', 'pretti', 'good', 'order', 'rice', 'didnt', 'realli', 'need', 'call', 'back', 'order', 'give', 'extra', 'detail', 'buzzer', 'etc', 'rude', 'said', 'someth', 'whi', 'didnt', 'tell', 'first', 'realli', 'turn']","[('order', 'deliveri'), ('deliveri', 'seoul'), ('seoul', 'sassi'), ('sassi', 'burrito'), ('burrito', 'wa'), ('wa', 'pretti'), ('pretti', 'good'), ('good', 'order'), ('order', 'rice'), ('rice', 'didnt'), ('didnt', 'realli'), ('realli', 'need'), ('need', 'call'), ('call', 'back'), ('back', 'order'), ('order', 'give'), ('give', 'extra'), ('extra', 'detail'), ('detail', 'buzzer'), ('buzzer', 'etc'), ('etc', 'rude'), ('rude', 'said'), ('said', 'someth'), ('someth', 'whi'), ('whi', 'didnt'), ('didnt', 'tell'), ('tell', 'first'), ('first', 'realli'), ('realli', 'turn')]"
644,Mat M.,5HebGKuFSBA1Kvu9tcV_xA,5.0,I had the opportunity of dining here this past Saturday with two good friends  I thought it was absolutely fantastic  I never realized it was there  The owner was super cool and full of enthusiasm about his restaurant  He spoke to everyone and had a great demeanor  The food was delicous  I had the chicken sandwhich with BBQ sauce and my friends had the chicken strips and a korean burrito  The service was great atmosphere great and I cannot say enough good things about it  I would go back for the service alone  I work in a hotel and oversee the concierge department and have told my concierges to check it out since we all live in the neighborhood  Send your friendswe need to make sure places like this survive,2008-12-09,"Chicago, IL","['opportun', 'dine', 'thi', 'past', 'saturday', 'two', 'good', 'friend', 'thought', 'wa', 'absolut', 'fantast', 'never', 'realiz', 'wa', 'owner', 'wa', 'super', 'cool', 'full', 'enthusiasm', 'hi', 'restaur', 'spoke', 'everyon', 'great', 'demeanor', 'food', 'wa', 'delic', 'chicken', 'sandwhich', 'bbq', 'sauc', 'friend', 'chicken', 'strip', 'korean', 'burrito', 'servic', 'wa', 'great', 'atmospher', 'great', 'cannot', 'say', 'enough', 'good', 'thing', 'would', 'go', 'back', 'servic', 'alon', 'work', 'hotel', 'overse', 'concierg', 'depart', 'told', 'concierg', 'check', 'sinc', 'live', 'neighborhood', 'send', 'friendsw', 'need', 'make', 'sure', 'place', 'like', 'thi', 'surviv']","[('opportun', 'dine'), ('dine', 'thi'), ('thi', 'past'), ('past', 'saturday'), ('saturday', 'two'), ('two', 'good'), ('good', 'friend'), ('friend', 'thought'), ('thought', 'wa'), ('wa', 'absolut'), ('absolut', 'fantast'), ('fantast', 'never'), ('never', 'realiz'), ('realiz', 'wa'), ('wa', 'owner'), ('owner', 'wa'), ('wa', 'super'), ('super', 'cool'), ('cool', 'full'), ('full', 'enthusiasm'), ('enthusiasm', 'hi'), ('hi', 'restaur'), ('restaur', 'spoke'), ('spoke', 'everyon'), ('everyon', 'great'), ('great', 'demeanor'), ('demeanor', 'food'), ('food', 'wa'), ('wa', 'delic'), ('delic', 'chicken'), ('chicken', 'sandwhich'), ('sandwhich', 'bbq'), ('bbq', 'sauc'), ('sauc', 'friend'), ('friend', 'chicken'), ('chicken', 'strip'), ('strip', 'korean'), ('korean', 'burrito'), ('burrito', 'servic'), ('servic', 'wa'), ('wa', 'great'), ('great', 'atmospher'), ('atmospher', 'great'), ('great', 'cannot'), ('cannot', 'say'), ('say', 'enough'), ('enough', 'good'), ('good', 'thing'), ('thing', 'would'), ('would', 'go'), ('go', 'back'), ('back', 'servic'), ('servic', 'alon'), ('alon', 'work'), ('work', 'hotel'), ('hotel', 'overse'), ('overse', 'concierg'), ('concierg', 'depart'), ('depart', 'told'), ('told', 'concierg'), ('concierg', 'check'), ('check', 'sinc'), ('sinc', 'live'), ('live', 'neighborhood'), ('neighborhood', 'send'), ('send', 'friendsw'), ('friendsw', 'need'), ('need', 'make'), ('make', 'sure'), ('sure', 'place'), ('place', 'like'), ('like', 'thi'), ('thi', 'surviv')]"
645,Jaci Y.,Wa6d1UboJQPfrlB03OrkUQ,3.0,The Crisp restaurant is located in a very trendy part of town It is a small restaurant that has high price korean food very suitable for the area however not a good bargain if youre looking for a good meal with a dealI found the customer service was friendly and helpful in answering my questions about the restaurant and the food that I was interested in orderingI found the food to be very tasty I tried their Korean BBQ and the Seol Sassy chicken wings I liked the taste I wish it wasnt so expensive I probably wont be returning to that restaurant too often for the chicken because I know I can get it some place else for a better dealMy husband tried their korean buritto and he liked it a lot but  also agreed it was pricey and we might not return to that restaurant because of high prices But I recommend it to anyone who wants to try Korean BBQ wings and a Korean Buritto,2009-04-25,"Chicago, IL","['crisp', 'restaur', 'locat', 'veri', 'trendi', 'part', 'town', 'small', 'restaur', 'ha', 'high', 'price', 'korean', 'food', 'veri', 'suitabl', 'area', 'howev', 'good', 'bargain', 'look', 'good', 'meal', 'deali', 'found', 'custom', 'servic', 'wa', 'friendli', 'help', 'answer', 'question', 'restaur', 'food', 'wa', 'interest', 'orderingi', 'found', 'food', 'veri', 'tasti', 'tri', 'korean', 'bbq', 'seol', 'sassi', 'chicken', 'wing', 'like', 'tast', 'wish', 'wasnt', 'expens', 'probabl', 'wont', 'return', 'restaur', 'often', 'chicken', 'becaus', 'know', 'get', 'place', 'els', 'better', 'dealmi', 'husband', 'tri', 'korean', 'buritto', 'like', 'lot', 'also', 'agre', 'wa', 'pricey', 'might', 'return', 'restaur', 'becaus', 'high', 'price', 'recommend', 'anyon', 'want', 'tri', 'korean', 'bbq', 'wing', 'korean', 'buritto']","[('crisp', 'restaur'), ('restaur', 'locat'), ('locat', 'veri'), ('veri', 'trendi'), ('trendi', 'part'), ('part', 'town'), ('town', 'small'), ('small', 'restaur'), ('restaur', 'ha'), ('ha', 'high'), ('high', 'price'), ('price', 'korean'), ('korean', 'food'), ('food', 'veri'), ('veri', 'suitabl'), ('suitabl', 'area'), ('area', 'howev'), ('howev', 'good'), ('good', 'bargain'), ('bargain', 'look'), ('look', 'good'), ('good', 'meal'), ('meal', 'deali'), ('deali', 'found'), ('found', 'custom'), ('custom', 'servic'), ('servic', 'wa'), ('wa', 'friendli'), ('friendli', 'help'), ('help', 'answer'), ('answer', 'question'), ('question', 'restaur'), ('restaur', 'food'), ('food', 'wa'), ('wa', 'interest'), ('interest', 'orderingi'), ('orderingi', 'found'), ('found', 'food'), ('food', 'veri'), ('veri', 'tasti'), ('tasti', 'tri'), ('tri', 'korean'), ('korean', 'bbq'), ('bbq', 'seol'), ('seol', 'sassi'), ('sassi', 'chicken'), ('chicken', 'wing'), ('wing', 'like'), ('like', 'tast'), ('tast', 'wish'), ('wish', 'wasnt'), ('wasnt', 'expens'), ('expens', 'probabl'), ('probabl', 'wont'), ('wont', 'return'), ('return', 'restaur'), ('restaur', 'often'), ('often', 'chicken'), ('chicken', 'becaus'), ('becaus', 'know'), ('know', 'get'), ('get', 'place'), ('place', 'els'), ('els', 'better'), ('better', 'dealmi'), ('dealmi', 'husband'), ('husband', 'tri'), ('tri', 'korean'), ('korean', 'buritto'), ('buritto', 'like'), ('like', 'lot'), ('lot', 'also'), ('also', 'agre'), ('agre', 'wa'), ('wa', 'pricey'), ('pricey', 'might'), ('might', 'return'), ('return', 'restaur'), ('restaur', 'becaus'), ('becaus', 'high'), ('high', 'price'), ('price', 'recommend'), ('recommend', 'anyon'), ('anyon', 'want'), ('want', 'tri'), ('tri', 'korean'), ('korean', 'bbq'), ('bbq', 'wing'), ('wing', 'korean'), ('korean', 'buritto')]"
