,Author,ReviewID,Overall,Content,Date,Author_Location,Unigrams,bigrams
310,Brenda L.,RcORakfc0BUKyTAFYpCypw,1.0,Went to dinner tonight with an outoftown family member and was VERY disappointed  Our waitress took our order brought our drinks and never saw her again until we chased her down for the check  All of our hot tapas orders were cold scallops shrimps potatoes french fries  There was inappropriate videos playing on the TVs above the bar and my husband told me the mens room was absolutely DISGUSTING  My husband ordered a cup of coffee at the end of the meal and even the coffee was COLD  This has always been our goto place to take people and we cant believe how poor our experience was tonight  Well not be back until they get their act together,2012-04-15,"Chicago, IL","['went', 'dinner', 'tonight', 'outoftown', 'famili', 'member', 'wa', 'veri', 'disappoint', 'waitress', 'took', 'order', 'brought', 'drink', 'never', 'saw', 'chase', 'check', 'hot', 'tapa', 'order', 'cold', 'scallop', 'shrimp', 'potato', 'french', 'fri', 'wa', 'inappropri', 'video', 'play', 'tv', 'abov', 'bar', 'husband', 'told', 'men', 'room', 'wa', 'absolut', 'disgust', 'husband', 'order', 'cup', 'coffe', 'end', 'meal', 'even', 'coffe', 'wa', 'cold', 'thi', 'ha', 'alway', 'goto', 'place', 'take', 'peopl', 'cant', 'believ', 'poor', 'experi', 'wa', 'tonight', 'well', 'back', 'get', 'act', 'togeth']","[('went', 'dinner'), ('dinner', 'tonight'), ('tonight', 'outoftown'), ('outoftown', 'famili'), ('famili', 'member'), ('member', 'wa'), ('wa', 'veri'), ('veri', 'disappoint'), ('disappoint', 'waitress'), ('waitress', 'took'), ('took', 'order'), ('order', 'brought'), ('brought', 'drink'), ('drink', 'never'), ('never', 'saw'), ('saw', 'chase'), ('chase', 'check'), ('check', 'hot'), ('hot', 'tapa'), ('tapa', 'order'), ('order', 'cold'), ('cold', 'scallop'), ('scallop', 'shrimp'), ('shrimp', 'potato'), ('potato', 'french'), ('french', 'fri'), ('fri', 'wa'), ('wa', 'inappropri'), ('inappropri', 'video'), ('video', 'play'), ('play', 'tv'), ('tv', 'abov'), ('abov', 'bar'), ('bar', 'husband'), ('husband', 'told'), ('told', 'men'), ('men', 'room'), ('room', 'wa'), ('wa', 'absolut'), ('absolut', 'disgust'), ('disgust', 'husband'), ('husband', 'order'), ('order', 'cup'), ('cup', 'coffe'), ('coffe', 'end'), ('end', 'meal'), ('meal', 'even'), ('even', 'coffe'), ('coffe', 'wa'), ('wa', 'cold'), ('cold', 'thi'), ('thi', 'ha'), ('ha', 'alway'), ('alway', 'goto'), ('goto', 'place'), ('place', 'take'), ('take', 'peopl'), ('peopl', 'cant'), ('cant', 'believ'), ('believ', 'poor'), ('poor', 'experi'), ('experi', 'wa'), ('wa', 'tonight'), ('tonight', 'well'), ('well', 'back'), ('back', 'get'), ('get', 'act'), ('act', 'togeth')]"
311,Chelsea B.,CG_Z4cl_tmhmZ_8_CTm2pg,4.0,This place is perfect for a late night dinner  drinks Went on a Friday evening with my boyfriend with out a reservation  was able to get a seat at the upstairs bar which has open air seating The music is very current with a hint of techno so def a good place to go before going out if thats what youre intoThe menu was the perfect size and much more affordable then my other favorite tapas restaurant Cafe BaBaReeba The sangria is also less expensivewe got a pitcher of red sangria for under 20 I believe  had a hard time finishing it in the two hours we were there not watered down with ice like some places However the food isnt as tasty  I got the feeling the cooks werent 100 familiar with what is safe for gluten free diners which is why I gave them a 4star rating The waiter we had was very friendly and we didnt have to wait long for our drinks or food which surprised me considering how busy the place wasvery large 3 or 4 bars with in  plenty of restaurant seating alsoI would definitely recommend giving this place a try with a group of friends or for dating on a budget,2012-05-29,"Chicago, IL","['thi', 'place', 'perfect', 'late', 'night', 'dinner', 'drink', 'went', 'friday', 'even', 'boyfriend', 'reserv', 'wa', 'abl', 'get', 'seat', 'upstair', 'bar', 'ha', 'open', 'air', 'seat', 'music', 'veri', 'current', 'hint', 'techno', 'def', 'good', 'place', 'go', 'befor', 'go', 'intoth', 'menu', 'wa', 'perfect', 'size', 'much', 'afford', 'favorit', 'tapa', 'restaur', 'cafe', 'babareeba', 'sangria', 'also', 'less', 'expensivew', 'got', 'pitcher', 'red', 'sangria', 'num', 'believ', 'hard', 'time', 'finish', 'two', 'hour', 'water', 'ice', 'like', 'place', 'howev', 'food', 'isnt', 'tasti', 'got', 'feel', 'cook', 'werent', 'num', 'familiar', 'safe', 'gluten', 'free', 'diner', 'whi', 'gave', '4star', 'rate', 'waiter', 'wa', 'veri', 'friendli', 'didnt', 'wait', 'long', 'drink', 'food', 'surpris', 'consid', 'busi', 'place', 'wasveri', 'larg', 'num', 'num', 'bar', 'plenti', 'restaur', 'seat', 'alsoi', 'would', 'definit', 'recommend', 'give', 'thi', 'place', 'tri', 'group', 'friend', 'date', 'budget']","[('thi', 'place'), ('place', 'perfect'), ('perfect', 'late'), ('late', 'night'), ('night', 'dinner'), ('dinner', 'drink'), ('drink', 'went'), ('went', 'friday'), ('friday', 'even'), ('even', 'boyfriend'), ('boyfriend', 'reserv'), ('reserv', 'wa'), ('wa', 'abl'), ('abl', 'get'), ('get', 'seat'), ('seat', 'upstair'), ('upstair', 'bar'), ('bar', 'ha'), ('ha', 'open'), ('open', 'air'), ('air', 'seat'), ('seat', 'music'), ('music', 'veri'), ('veri', 'current'), ('current', 'hint'), ('hint', 'techno'), ('techno', 'def'), ('def', 'good'), ('good', 'place'), ('place', 'go'), ('go', 'befor'), ('befor', 'go'), ('go', 'intoth'), ('intoth', 'menu'), ('menu', 'wa'), ('wa', 'perfect'), ('perfect', 'size'), ('size', 'much'), ('much', 'afford'), ('afford', 'favorit'), ('favorit', 'tapa'), ('tapa', 'restaur'), ('restaur', 'cafe'), ('cafe', 'babareeba'), ('babareeba', 'sangria'), ('sangria', 'also'), ('also', 'less'), ('less', 'expensivew'), ('expensivew', 'got'), ('got', 'pitcher'), ('pitcher', 'red'), ('red', 'sangria'), ('sangria', 'num'), ('num', 'believ'), ('believ', 'hard'), ('hard', 'time'), ('time', 'finish'), ('finish', 'two'), ('two', 'hour'), ('hour', 'water'), ('water', 'ice'), ('ice', 'like'), ('like', 'place'), ('place', 'howev'), ('howev', 'food'), ('food', 'isnt'), ('isnt', 'tasti'), ('tasti', 'got'), ('got', 'feel'), ('feel', 'cook'), ('cook', 'werent'), ('werent', 'num'), ('num', 'familiar'), ('familiar', 'safe'), ('safe', 'gluten'), ('gluten', 'free'), ('free', 'diner'), ('diner', 'whi'), ('whi', 'gave'), ('gave', '4star'), ('4star', 'rate'), ('rate', 'waiter'), ('waiter', 'wa'), ('wa', 'veri'), ('veri', 'friendli'), ('friendli', 'didnt'), ('didnt', 'wait'), ('wait', 'long'), ('long', 'drink'), ('drink', 'food'), ('food', 'surpris'), ('surpris', 'consid'), ('consid', 'busi'), ('busi', 'place'), ('place', 'wasveri'), ('wasveri', 'larg'), ('larg', 'num'), ('num', 'num'), ('num', 'bar'), ('bar', 'plenti'), ('plenti', 'restaur'), ('restaur', 'seat'), ('seat', 'alsoi'), ('alsoi', 'would'), ('would', 'definit'), ('definit', 'recommend'), ('recommend', 'give'), ('give', 'thi'), ('thi', 'place'), ('place', 'tri'), ('tri', 'group'), ('group', 'friend'), ('friend', 'date'), ('date', 'budget')]"
312,Pachi C.,9uOjPtHvGERgrPfkb06IYA,5.0,Food Excellent  still reminiscing actuallyService GreatPrice AWESOMECraving a variety of seafood perfectly seasoned and flavored Go to Cafe Iberico Tapas bars are usually overpriced  plates with barely enough samplings of food for 2 Not so at IbericoMeet the largest most mouthwatering delicous tapa plates you will ever have1 Grilled squid  595 4 large cuts of squid lightly sauteed2 Clams with white wine  695 The small must be a misnomer At least one pound of clams for 695 You can barely buy a pound of clams for this price let alone deliciously flavored ones3 Seafood Paella  1095 At this price we expected something small Again Iberico shines 4 Trio of soups special  395 Generous mini portions of 3 soups  delicious and uniquely their own The only disappointment were the mojitos  not that much alcohol but they did have a nice selection  strawberry mango etc My only hope is to find something even close in the bay area We will miss you Iberico,2008-10-20,"San Jose, CA","['food', 'excel', 'still', 'reminisc', 'actuallyservic', 'greatpric', 'awesomecrav', 'varieti', 'seafood', 'perfectli', 'season', 'flavor', 'go', 'cafe', 'iberico', 'tapa', 'bar', 'usual', 'overpr', 'plate', 'bare', 'enough', 'sampl', 'food', 'num', 'ibericomeet', 'largest', 'mouthwat', 'delic', 'tapa', 'plate', 'ever', 'have1', 'grill', 'squid', 'num', 'num', 'larg', 'cut', 'squid', 'lightli', 'sauteed2', 'clam', 'white', 'wine', 'num', 'small', 'must', 'misnom', 'least', 'one', 'pound', 'clam', 'num', 'bare', 'buy', 'pound', 'clam', 'thi', 'price', 'let', 'alon', 'delici', 'flavor', 'ones3', 'seafood', 'paella', 'num', 'thi', 'price', 'expect', 'someth', 'small', 'iberico', 'shine', 'num', 'trio', 'soup', 'special', 'num', 'gener', 'mini', 'portion', 'num', 'soup', 'delici', 'uniqu', 'onli', 'disappoint', 'mojito', 'much', 'alcohol', 'nice', 'select', 'strawberri', 'mango', 'etc', 'onli', 'hope', 'find', 'someth', 'even', 'close', 'bay', 'area', 'miss', 'iberico']","[('food', 'excel'), ('excel', 'still'), ('still', 'reminisc'), ('reminisc', 'actuallyservic'), ('actuallyservic', 'greatpric'), ('greatpric', 'awesomecrav'), ('awesomecrav', 'varieti'), ('varieti', 'seafood'), ('seafood', 'perfectli'), ('perfectli', 'season'), ('season', 'flavor'), ('flavor', 'go'), ('go', 'cafe'), ('cafe', 'iberico'), ('iberico', 'tapa'), ('tapa', 'bar'), ('bar', 'usual'), ('usual', 'overpr'), ('overpr', 'plate'), ('plate', 'bare'), ('bare', 'enough'), ('enough', 'sampl'), ('sampl', 'food'), ('food', 'num'), ('num', 'ibericomeet'), ('ibericomeet', 'largest'), ('largest', 'mouthwat'), ('mouthwat', 'delic'), ('delic', 'tapa'), ('tapa', 'plate'), ('plate', 'ever'), ('ever', 'have1'), ('have1', 'grill'), ('grill', 'squid'), ('squid', 'num'), ('num', 'num'), ('num', 'larg'), ('larg', 'cut'), ('cut', 'squid'), ('squid', 'lightli'), ('lightli', 'sauteed2'), ('sauteed2', 'clam'), ('clam', 'white'), ('white', 'wine'), ('wine', 'num'), ('num', 'small'), ('small', 'must'), ('must', 'misnom'), ('misnom', 'least'), ('least', 'one'), ('one', 'pound'), ('pound', 'clam'), ('clam', 'num'), ('num', 'bare'), ('bare', 'buy'), ('buy', 'pound'), ('pound', 'clam'), ('clam', 'thi'), ('thi', 'price'), ('price', 'let'), ('let', 'alon'), ('alon', 'delici'), ('delici', 'flavor'), ('flavor', 'ones3'), ('ones3', 'seafood'), ('seafood', 'paella'), ('paella', 'num'), ('num', 'thi'), ('thi', 'price'), ('price', 'expect'), ('expect', 'someth'), ('someth', 'small'), ('small', 'iberico'), ('iberico', 'shine'), ('shine', 'num'), ('num', 'trio'), ('trio', 'soup'), ('soup', 'special'), ('special', 'num'), ('num', 'gener'), ('gener', 'mini'), ('mini', 'portion'), ('portion', 'num'), ('num', 'soup'), ('soup', 'delici'), ('delici', 'uniqu'), ('uniqu', 'onli'), ('onli', 'disappoint'), ('disappoint', 'mojito'), ('mojito', 'much'), ('much', 'alcohol'), ('alcohol', 'nice'), ('nice', 'select'), ('select', 'strawberri'), ('strawberri', 'mango'), ('mango', 'etc'), ('etc', 'onli'), ('onli', 'hope'), ('hope', 'find'), ('find', 'someth'), ('someth', 'even'), ('even', 'close'), ('close', 'bay'), ('bay', 'area'), ('area', 'miss'), ('miss', 'iberico')]"
313,Dennis S.,M_2V7vnvkt-CCg4AtMFM_w,3.0,Who gets this many reviewsYup a place that draws the young crowd  Cafe Iberico doesnt just draw them they pack them in  To quote Liz Rs recent review Some of the Tapas are better at Emilios but I would rather come here If youre over 40 you might rather go to Emilios this place is loud and packed with 20 and 30somethings  Well said  Im over 40 and Ill take Emilios for food for service and for the ability to hear what other people in your party are saying,2008-12-02,"Chicago, IL","['get', 'thi', 'mani', 'reviewsyup', 'place', 'draw', 'young', 'crowd', 'cafe', 'iberico', 'doesnt', 'draw', 'pack', 'quot', 'liz', 'rs', 'recent', 'review', 'tapa', 'better', 'emilio', 'would', 'rather', 'come', 'num', 'might', 'rather', 'go', 'emilio', 'thi', 'place', 'loud', 'pack', 'num', '30someth', 'well', 'said', 'im', 'num', 'ill', 'take', 'emilio', 'food', 'servic', 'abil', 'hear', 'peopl', 'parti', 'say']","[('get', 'thi'), ('thi', 'mani'), ('mani', 'reviewsyup'), ('reviewsyup', 'place'), ('place', 'draw'), ('draw', 'young'), ('young', 'crowd'), ('crowd', 'cafe'), ('cafe', 'iberico'), ('iberico', 'doesnt'), ('doesnt', 'draw'), ('draw', 'pack'), ('pack', 'quot'), ('quot', 'liz'), ('liz', 'rs'), ('rs', 'recent'), ('recent', 'review'), ('review', 'tapa'), ('tapa', 'better'), ('better', 'emilio'), ('emilio', 'would'), ('would', 'rather'), ('rather', 'come'), ('come', 'num'), ('num', 'might'), ('might', 'rather'), ('rather', 'go'), ('go', 'emilio'), ('emilio', 'thi'), ('thi', 'place'), ('place', 'loud'), ('loud', 'pack'), ('pack', 'num'), ('num', '30someth'), ('30someth', 'well'), ('well', 'said'), ('said', 'im'), ('im', 'num'), ('num', 'ill'), ('ill', 'take'), ('take', 'emilio'), ('emilio', 'food'), ('food', 'servic'), ('servic', 'abil'), ('abil', 'hear'), ('hear', 'peopl'), ('peopl', 'parti'), ('parti', 'say')]"
314,Joanne Y.,XjDqi2ztc_HA7Rq0EJw-ag,4.0,I ordered the Tortilla Espanola potato omelet and the Pulpo a la Pancha grilled octopus The Tortilla Espanola was hardly close to the best Ive had but the Pulpo dish was awesome although slightly oily I have no doubt their other dishes are tasty and they offer a great varietyUnfortunately I pictured octopus to be like squid Aghhhhhhh if only I knew Served with a dish of chopped up octopus I couldnt bear to eat any of the bits where I could visually see the suction cups it scared me too much Sadface I had to give it to my friend to eat because good food could not be wasted The parts I did eat though well lets just say it was cooked so tender and so tasty that it wouldve been hard to share if I had been able to stomach eating those suction cups,2009-06-08,"San Francisco, CA","['order', 'tortilla', 'espanola', 'potato', 'omelet', 'pulpo', 'la', 'pancha', 'grill', 'octopu', 'tortilla', 'espanola', 'wa', 'hardli', 'close', 'best', 'ive', 'pulpo', 'dish', 'wa', 'awesom', 'although', 'slightli', 'oili', 'doubt', 'dish', 'tasti', 'offer', 'great', 'varietyunfortun', 'pictur', 'octopu', 'like', 'squid', 'aghhhhhhh', 'onli', 'knew', 'serv', 'dish', 'chop', 'octopu', 'couldnt', 'bear', 'eat', 'ani', 'bit', 'could', 'visual', 'see', 'suction', 'cup', 'scare', 'much', 'sadfac', 'give', 'friend', 'eat', 'becaus', 'good', 'food', 'could', 'wast', 'part', 'eat', 'though', 'well', 'let', 'say', 'wa', 'cook', 'tender', 'tasti', 'wouldv', 'hard', 'share', 'abl', 'stomach', 'eat', 'suction', 'cup']","[('order', 'tortilla'), ('tortilla', 'espanola'), ('espanola', 'potato'), ('potato', 'omelet'), ('omelet', 'pulpo'), ('pulpo', 'la'), ('la', 'pancha'), ('pancha', 'grill'), ('grill', 'octopu'), ('octopu', 'tortilla'), ('tortilla', 'espanola'), ('espanola', 'wa'), ('wa', 'hardli'), ('hardli', 'close'), ('close', 'best'), ('best', 'ive'), ('ive', 'pulpo'), ('pulpo', 'dish'), ('dish', 'wa'), ('wa', 'awesom'), ('awesom', 'although'), ('although', 'slightli'), ('slightli', 'oili'), ('oili', 'doubt'), ('doubt', 'dish'), ('dish', 'tasti'), ('tasti', 'offer'), ('offer', 'great'), ('great', 'varietyunfortun'), ('varietyunfortun', 'pictur'), ('pictur', 'octopu'), ('octopu', 'like'), ('like', 'squid'), ('squid', 'aghhhhhhh'), ('aghhhhhhh', 'onli'), ('onli', 'knew'), ('knew', 'serv'), ('serv', 'dish'), ('dish', 'chop'), ('chop', 'octopu'), ('octopu', 'couldnt'), ('couldnt', 'bear'), ('bear', 'eat'), ('eat', 'ani'), ('ani', 'bit'), ('bit', 'could'), ('could', 'visual'), ('visual', 'see'), ('see', 'suction'), ('suction', 'cup'), ('cup', 'scare'), ('scare', 'much'), ('much', 'sadfac'), ('sadfac', 'give'), ('give', 'friend'), ('friend', 'eat'), ('eat', 'becaus'), ('becaus', 'good'), ('good', 'food'), ('food', 'could'), ('could', 'wast'), ('wast', 'part'), ('part', 'eat'), ('eat', 'though'), ('though', 'well'), ('well', 'let'), ('let', 'say'), ('say', 'wa'), ('wa', 'cook'), ('cook', 'tender'), ('tender', 'tasti'), ('tasti', 'wouldv'), ('wouldv', 'hard'), ('hard', 'share'), ('share', 'abl'), ('abl', 'stomach'), ('stomach', 'eat'), ('eat', 'suction'), ('suction', 'cup')]"
315,Rannel L.,iLNz70rPNbgz_ggIYB622Q,3.0,Ive had tapas before in California and wanted to try it out in Chicago  I didnt taste a difference and wasnt too impressed with this place although it wasnt bad  I tried the patatas bravas and a few of their specialty dishes  One of them had steak in it and it contained a good amount of fat which I had to take outWe went around 3 PM so there was no one inside so service was great,2010-01-02,"Stamford, CT","['ive', 'tapa', 'befor', 'california', 'want', 'tri', 'chicago', 'didnt', 'tast', 'differ', 'wasnt', 'impress', 'thi', 'place', 'although', 'wasnt', 'bad', 'tri', 'patata', 'brava', 'specialti', 'dish', 'one', 'steak', 'contain', 'good', 'amount', 'fat', 'take', 'outw', 'went', 'around', 'num', 'pm', 'wa', 'one', 'insid', 'servic', 'wa', 'great']","[('ive', 'tapa'), ('tapa', 'befor'), ('befor', 'california'), ('california', 'want'), ('want', 'tri'), ('tri', 'chicago'), ('chicago', 'didnt'), ('didnt', 'tast'), ('tast', 'differ'), ('differ', 'wasnt'), ('wasnt', 'impress'), ('impress', 'thi'), ('thi', 'place'), ('place', 'although'), ('although', 'wasnt'), ('wasnt', 'bad'), ('bad', 'tri'), ('tri', 'patata'), ('patata', 'brava'), ('brava', 'specialti'), ('specialti', 'dish'), ('dish', 'one'), ('one', 'steak'), ('steak', 'contain'), ('contain', 'good'), ('good', 'amount'), ('amount', 'fat'), ('fat', 'take'), ('take', 'outw'), ('outw', 'went'), ('went', 'around'), ('around', 'num'), ('num', 'pm'), ('pm', 'wa'), ('wa', 'one'), ('one', 'insid'), ('insid', 'servic'), ('servic', 'wa'), ('wa', 'great')]"
316,Cher M.,sxLWTE7Ezy59v9e16W2zCg,4.0,Best tapas Ive ever had But the wait time for a table 1 hour  45 minutes was a bit much A great way to get past the wait is to sit at the bar We got two seats at the bar after just 25 minutes of waiting and was finishing dessert when our party was FINALLY called Same food and instead of having people carrying food over our heads and smushed next to our table we actually had some room to ourselvesOrdered the mushrooms and two specials one with scallops and leeks and the other with pork and mushrooms on toast After the first bite I knew why people were willing to wait 2 hours to eat Totally worth it And the white sangria is so fantastic save yourself some time and money and just order a pitcher at the start,2010-11-25,"Oak Park, IL","['best', 'tapa', 'ive', 'ever', 'wait', 'time', 'tabl', 'num', 'hour', 'num', 'minut', 'wa', 'bit', 'much', 'great', 'way', 'get', 'past', 'wait', 'sit', 'bar', 'got', 'two', 'seat', 'bar', 'num', 'minut', 'wait', 'wa', 'finish', 'dessert', 'parti', 'wa', 'final', 'call', 'food', 'instead', 'peopl', 'carri', 'food', 'head', 'smush', 'next', 'tabl', 'actual', 'room', 'ourselvesord', 'mushroom', 'two', 'special', 'one', 'scallop', 'leek', 'pork', 'mushroom', 'toast', 'first', 'bite', 'knew', 'whi', 'peopl', 'wait', 'num', 'hour', 'eat', 'total', 'worth', 'white', 'sangria', 'fantast', 'save', 'time', 'money', 'order', 'pitcher', 'start']","[('best', 'tapa'), ('tapa', 'ive'), ('ive', 'ever'), ('ever', 'wait'), ('wait', 'time'), ('time', 'tabl'), ('tabl', 'num'), ('num', 'hour'), ('hour', 'num'), ('num', 'minut'), ('minut', 'wa'), ('wa', 'bit'), ('bit', 'much'), ('much', 'great'), ('great', 'way'), ('way', 'get'), ('get', 'past'), ('past', 'wait'), ('wait', 'sit'), ('sit', 'bar'), ('bar', 'got'), ('got', 'two'), ('two', 'seat'), ('seat', 'bar'), ('bar', 'num'), ('num', 'minut'), ('minut', 'wait'), ('wait', 'wa'), ('wa', 'finish'), ('finish', 'dessert'), ('dessert', 'parti'), ('parti', 'wa'), ('wa', 'final'), ('final', 'call'), ('call', 'food'), ('food', 'instead'), ('instead', 'peopl'), ('peopl', 'carri'), ('carri', 'food'), ('food', 'head'), ('head', 'smush'), ('smush', 'next'), ('next', 'tabl'), ('tabl', 'actual'), ('actual', 'room'), ('room', 'ourselvesord'), ('ourselvesord', 'mushroom'), ('mushroom', 'two'), ('two', 'special'), ('special', 'one'), ('one', 'scallop'), ('scallop', 'leek'), ('leek', 'pork'), ('pork', 'mushroom'), ('mushroom', 'toast'), ('toast', 'first'), ('first', 'bite'), ('bite', 'knew'), ('knew', 'whi'), ('whi', 'peopl'), ('peopl', 'wait'), ('wait', 'num'), ('num', 'hour'), ('hour', 'eat'), ('eat', 'total'), ('total', 'worth'), ('worth', 'white'), ('white', 'sangria'), ('sangria', 'fantast'), ('fantast', 'save'), ('save', 'time'), ('time', 'money'), ('money', 'order'), ('order', 'pitcher'), ('pitcher', 'start')]"
317,Susan F.,Fu4_sg8C3qlPb21W4fqlZQ,3.0,I can only attest to the goat cheese plate spicy potatoes and octopus All were great The service here is a little strange and not very attentive I was expecting something a little bit more fun and upscale but it was a Monday around 600 so I guess it wasnt too happenin yetIm a fan of tapas but honestly there are so many other places around town that I might frequent them more than Iberico I bet this place could be fun with a big group on a Thursday or Friday around 8 pm,2011-05-23,"Chicago, IL","['onli', 'attest', 'goat', 'chees', 'plate', 'spici', 'potato', 'octopu', 'great', 'servic', 'littl', 'strang', 'veri', 'attent', 'wa', 'expect', 'someth', 'littl', 'bit', 'fun', 'upscal', 'wa', 'monday', 'around', 'num', 'guess', 'wasnt', 'happenin', 'yetim', 'fan', 'tapa', 'honestli', 'mani', 'place', 'around', 'town', 'might', 'frequent', 'iberico', 'bet', 'thi', 'place', 'could', 'fun', 'big', 'group', 'thursday', 'friday', 'around', 'num', 'pm']","[('onli', 'attest'), ('attest', 'goat'), ('goat', 'chees'), ('chees', 'plate'), ('plate', 'spici'), ('spici', 'potato'), ('potato', 'octopu'), ('octopu', 'great'), ('great', 'servic'), ('servic', 'littl'), ('littl', 'strang'), ('strang', 'veri'), ('veri', 'attent'), ('attent', 'wa'), ('wa', 'expect'), ('expect', 'someth'), ('someth', 'littl'), ('littl', 'bit'), ('bit', 'fun'), ('fun', 'upscal'), ('upscal', 'wa'), ('wa', 'monday'), ('monday', 'around'), ('around', 'num'), ('num', 'guess'), ('guess', 'wasnt'), ('wasnt', 'happenin'), ('happenin', 'yetim'), ('yetim', 'fan'), ('fan', 'tapa'), ('tapa', 'honestli'), ('honestli', 'mani'), ('mani', 'place'), ('place', 'around'), ('around', 'town'), ('town', 'might'), ('might', 'frequent'), ('frequent', 'iberico'), ('iberico', 'bet'), ('bet', 'thi'), ('thi', 'place'), ('place', 'could'), ('could', 'fun'), ('fun', 'big'), ('big', 'group'), ('group', 'thursday'), ('thursday', 'friday'), ('friday', 'around'), ('around', 'num'), ('num', 'pm')]"
318,Blanche C.,np7jsa68A1SpaKZCAODPUQ,5.0,I absolutely love the atmosphere This is a perfect place for a date or a girls night out The food is pretty good I had the chicken paella Their red sangria is absolutely amazing,2013-12-08,"North Riverside, IL","['absolut', 'love', 'atmospher', 'thi', 'perfect', 'place', 'date', 'girl', 'night', 'food', 'pretti', 'good', 'chicken', 'paella', 'red', 'sangria', 'absolut', 'amaz']","[('absolut', 'love'), ('love', 'atmospher'), ('atmospher', 'thi'), ('thi', 'perfect'), ('perfect', 'place'), ('place', 'date'), ('date', 'girl'), ('girl', 'night'), ('night', 'food'), ('food', 'pretti'), ('pretti', 'good'), ('good', 'chicken'), ('chicken', 'paella'), ('paella', 'red'), ('red', 'sangria'), ('sangria', 'absolut'), ('absolut', 'amaz')]"
319,Patrick W.,Li9Vs3fmVTjk3-Q-EjM8zQ,5.0,This is an excellent spot for a late night meal or a midafternoon snack when out and about in this area Iberico has great food which is more often than not wellseasoned and prepared well The service is usually pretty good occasionally I think the servers are stretched to cover too many tables but theyve always been professional and as attentive as they can be Very good sangria by the wayThe best part is that you can eat and drink well and not break the bank Always a winner in my book,2007-02-12,"Chicago, IL","['thi', 'excel', 'spot', 'late', 'night', 'meal', 'midafternoon', 'snack', 'thi', 'area', 'iberico', 'ha', 'great', 'food', 'often', 'wellseason', 'prepar', 'well', 'servic', 'usual', 'pretti', 'good', 'occasion', 'think', 'server', 'stretch', 'cover', 'mani', 'tabl', 'theyv', 'alway', 'profession', 'attent', 'veri', 'good', 'sangria', 'wayth', 'best', 'part', 'eat', 'drink', 'well', 'break', 'bank', 'alway', 'winner', 'book']","[('thi', 'excel'), ('excel', 'spot'), ('spot', 'late'), ('late', 'night'), ('night', 'meal'), ('meal', 'midafternoon'), ('midafternoon', 'snack'), ('snack', 'thi'), ('thi', 'area'), ('area', 'iberico'), ('iberico', 'ha'), ('ha', 'great'), ('great', 'food'), ('food', 'often'), ('often', 'wellseason'), ('wellseason', 'prepar'), ('prepar', 'well'), ('well', 'servic'), ('servic', 'usual'), ('usual', 'pretti'), ('pretti', 'good'), ('good', 'occasion'), ('occasion', 'think'), ('think', 'server'), ('server', 'stretch'), ('stretch', 'cover'), ('cover', 'mani'), ('mani', 'tabl'), ('tabl', 'theyv'), ('theyv', 'alway'), ('alway', 'profession'), ('profession', 'attent'), ('attent', 'veri'), ('veri', 'good'), ('good', 'sangria'), ('sangria', 'wayth'), ('wayth', 'best'), ('best', 'part'), ('part', 'eat'), ('eat', 'drink'), ('drink', 'well'), ('well', 'break'), ('break', 'bank'), ('bank', 'alway'), ('alway', 'winner'), ('winner', 'book')]"
